,Global_active_power,Global_reactive_power,Voltage,Global_intensity,date_time,meterings
6311,0.91,0.0,240.21,3.8,2008-05-22 22:07:00,1.0
6312,0.102,0.0,236.79,0.4,2007-07-29 00:01:00,0.0
6313,2.676,0.352,239.49,11.2,2007-01-07 00:02:00,19.0
6314,0.71,0.062,239.05,3.0,2008-09-07 22:14:00,1.0
6315,0.392,0.0,242.85,1.8,2008-01-16 05:37:00,0.0
6316,0.216,0.074,241.69,1.0,2009-08-23 12:20:00,1.0
6317,0.222,0.0,236.46,1.0,2007-05-14 06:23:00,0.0
6318,0.23,0.086,242.3,1.0,2008-08-09 16:38:00,1.0
6319,1.526,0.18,240.87,6.4,2007-09-29 16:14:00,19.0
6320,0.304,0.112,245.46,1.2,2007-07-02 02:01:00,0.0
6321,1.218,0.0,239.45,5.0,2008-05-23 09:08:00,18.0
6322,1.344,0.0,244.23,5.4,2010-01-21 10:40:00,19.0
6324,3.008,0.054,236.91,12.6,2010-11-25 19:20:00,17.0
6326,1.892,0.238,231.98,8.2,2007-07-18 07:35:00,18.0
6327,0.644,0.208,241.21,2.8,2009-09-29 16:08:00,1.0
6328,0.394,0.1,245.72,1.6,2009-06-02 00:49:00,0.0
6330,0.652,0.104,237.63,3.4,2009-12-29 21:29:00,5.0
6331,0.96,0.22,239.08,4.0,2009-04-25 19:42:00,1.0
6332,0.222,0.0,241.9,0.8,2009-07-11 00:19:00,0.0
6333,0.29,0.064,242.98,1.2,2009-02-17 01:14:00,1.0
6334,0.34,0.254,243.3,1.6,2010-06-23 17:05:00,3.0
6336,1.09,0.2,239.33,6.0,2009-05-17 09:47:00,0.0
6338,2.594,0.198,240.49,10.8,2008-12-02 21:04:00,18.0
6339,0.45,0.242,243.0,2.0,2007-11-02 16:21:00,2.0
6340,1.89,0.51,236.15,8.2,2008-09-02 19:50:00,1.0
6341,1.382,0.066,242.32,5.6,2010-11-03 12:27:00,19.0
6342,0.5,0.11,240.82,2.4,2007-10-04 18:12:00,0.0
6343,2.494,0.0,243.0,10.2,2009-02-23 06:55:00,0.0
6344,0.452,0.174,240.83,2.0,2008-05-11 03:36:00,0.0
6345,1.292,0.05,240.65,5.4,2007-12-03 06:37:00,18.0
6346,0.562,0.0,243.48,2.2,2010-07-06 22:43:00,1.0
6348,0.252,0.14,242.91,1.2,2009-06-08 14:41:00,1.0
6349,0.294,0.0,242.44,1.2,2008-03-17 14:33:00,0.0
6350,1.216,0.0,239.63,5.0,2008-07-06 16:22:00,18.0
6351,0.356,0.0,245.57,1.6,2009-02-17 16:01:00,0.0
6352,1.724,0.18,244.92,7.0,2009-01-23 15:54:00,18.0
6353,0.974,0.22,241.7,4.6,2007-06-11 04:08:00,2.0
6354,1.288,0.06,237.51,5.4,2010-05-25 09:08:00,18.0
6355,1.614,0.05,235.66,6.8,2008-06-01 10:44:00,17.0
6356,2.8,0.292,236.01,11.8,2009-02-25 19:58:00,17.0
6357,0.368,0.096,248.09,1.6,2010-08-03 04:41:00,0.0
6358,0.398,0.328,238.82,2.0,2008-07-26 21:49:00,3.0
6359,0.308,0.092,243.81,1.2,2009-11-10 04:14:00,1.0
6360,0.244,0.116,239.48,1.0,2008-07-22 03:31:00,0.0
6361,0.31,0.234,240.75,1.6,2008-05-22 13:05:00,1.0
6362,3.026,0.262,236.76,12.8,2008-09-14 21:01:00,20.0
6363,0.212,0.096,240.65,1.0,2009-08-25 03:57:00,1.0
6364,0.338,0.24,242.7,1.6,2008-12-05 08:06:00,0.0
6365,0.65,0.234,241.82,2.8,2009-08-13 22:17:00,1.0
6366,0.278,0.054,239.0,1.2,2009-02-11 11:28:00,0.0
6367,1.524,0.476,241.87,6.6,2007-04-07 19:29:00,20.0
6368,0.26,0.048,240.49,1.2,2008-04-11 07:50:00,0.0
6369,2.276,0.344,239.63,9.6,2009-05-30 23:11:00,20.0
6370,0.376,0.368,233.94,2.2,2007-07-21 16:08:00,0.0
6371,0.398,0.0,246.28,1.8,2008-01-16 00:14:00,0.0
6372,1.44,0.07,243.23,5.8,2009-03-31 16:09:00,18.0
6373,0.36,0.0,241.05,1.4,2010-04-18 23:51:00,1.0
6374,1.622,0.064,241.41,6.6,2008-11-09 07:01:00,19.0
6375,0.252,0.0,240.11,1.0,2008-09-10 05:34:00,0.0
6376,0.31,0.0,245.16,1.6,2009-03-27 00:34:00,0.0
6377,0.942,0.174,241.49,4.0,2008-11-05 19:33:00,1.0
6378,1.628,0.22,241.16,6.8,2009-09-24 10:35:00,18.0
6379,0.156,0.122,240.1,0.8,2008-08-27 10:57:00,1.0
6380,0.242,0.0,241.37,1.0,2009-10-06 00:33:00,0.0
6381,0.292,0.0,244.2,1.4,2010-06-19 20:26:00,1.0
6382,0.218,0.09,240.43,1.0,2008-01-08 03:55:00,1.0
6383,0.332,0.116,241.53,1.4,2007-03-13 16:07:00,0.0
6384,1.338,0.05,240.73,5.6,2007-05-04 23:30:00,17.0
6385,0.35,0.078,239.26,1.4,2010-05-19 13:52:00,3.0
6386,0.26,0.162,240.65,1.2,2007-07-15 11:41:00,1.0
6387,2.372,0.076,236.67,10.0,2009-11-20 08:14:00,17.0
6388,2.168,0.158,238.75,9.0,2010-12-10 07:51:00,20.0
6389,0.426,0.0,242.62,2.0,2007-10-26 01:35:00,0.0
6391,0.08,0.0,240.18,0.2,2008-08-15 16:01:00,1.0
6392,0.22,0.0,244.3,1.0,2007-11-01 04:29:00,0.0
6393,2.962,0.146,243.04,12.6,2009-07-28 23:12:00,40.0
6394,0.426,0.068,241.3,1.8,2010-08-09 10:45:00,1.0
6395,2.576,0.0,234.36,11.0,2007-05-26 17:19:00,37.0
6396,0.274,0.058,244.32,1.2,2006-12-22 04:46:00,0.0
6397,0.392,0.104,241.71,1.6,2009-12-06 12:23:00,3.0
6398,1.394,0.104,242.83,5.6,2009-09-11 10:26:00,19.0
6399,1.42,0.182,239.41,6.0,2009-02-13 14:00:00,18.0
6400,0.25,0.12,240.55,1.2,2010-02-08 15:50:00,1.0
6401,0.304,0.1,244.77,1.2,2008-05-03 13:16:00,2.0
6402,1.348,0.0,244.28,5.4,2010-08-01 14:10:00,19.0
6403,0.302,0.074,240.86,1.2,2009-05-29 13:55:00,1.0
6404,3.044,0.082,235.46,12.8,2007-08-12 19:28:00,17.0
6405,0.314,0.09,247.19,1.2,2007-11-26 23:52:00,1.0
6407,0.216,0.118,241.9,1.0,2009-08-22 03:02:00,3.0
6408,1.874,0.0,238.78,7.8,2007-06-12 09:46:00,17.0
6409,0.424,0.108,241.34,2.0,2008-05-30 17:12:00,3.0
6410,1.388,0.082,238.99,5.8,2009-06-18 21:36:00,0.0
6411,1.4,0.058,240.07,5.8,2007-07-10 23:41:00,18.0
6412,0.268,0.0,247.36,1.2,2009-03-01 15:57:00,0.0
6413,0.366,0.21,242.3,1.6,2009-11-10 01:47:00,2.0
6414,0.242,0.13,239.93,1.0,2009-05-08 07:46:00,1.0
6415,0.682,0.0,248.2,2.8,2008-03-30 23:06:00,0.0
6416,2.792,0.088,238.81,11.6,2006-12-17 16:18:00,19.0
6417,0.404,0.076,244.24,1.8,2008-01-18 00:18:00,1.0
6418,1.346,0.056,240.36,5.6,2009-06-04 04:10:00,18.0
6419,2.844,0.0,232.96,12.2,2007-02-14 21:21:00,17.0
6420,0.16,0.0,241.3,1.0,2009-09-20 08:27:00,1.0
6421,1.504,0.102,243.83,6.2,2009-12-22 22:37:00,18.0
6422,2.536,0.336,235.2,11.6,2009-08-16 00:07:00,6.0
6423,2.062,0.238,242.07,8.4,2009-10-19 08:24:00,31.0
6424,0.344,0.092,244.3,1.4,2008-11-17 02:19:00,0.0
6425,1.972,0.116,238.26,8.4,2007-06-12 07:55:00,18.0
6426,0.888,0.306,237.5,4.0,2007-07-16 21:10:00,1.0
6427,0.216,0.0,242.28,0.8,2008-02-25 00:40:00,0.0
6428,0.43,0.258,243.65,2.0,2007-02-15 02:30:00,1.0
6429,1.158,0.0,238.72,4.8,2007-08-31 11:20:00,17.0
6430,0.394,0.0,244.49,1.8,2010-05-15 16:49:00,1.0
6431,1.472,0.174,241.38,6.0,2009-10-18 23:44:00,20.0
6432,1.424,0.312,239.02,6.0,2007-07-15 23:50:00,19.0
6433,0.284,0.218,232.56,1.4,2007-07-20 17:11:00,1.0
6434,1.176,0.0,236.3,5.0,2007-07-25 02:48:00,17.0
6436,1.364,0.066,239.47,5.6,2009-09-02 09:45:00,18.0
6437,0.468,0.07,241.23,2.2,2009-01-01 10:01:00,0.0
6438,0.352,0.272,239.29,1.8,2008-08-07 04:12:00,2.0
6439,0.13,0.0,240.25,0.6,2009-07-20 08:51:00,1.0
6440,0.788,0.216,249.6,3.2,2009-12-20 01:06:00,0.0
6441,0.258,0.08,244.39,1.2,2010-07-06 04:34:00,0.0
6442,0.154,0.0,238.84,0.6,2007-05-13 07:10:00,0.0
6443,0.236,0.116,239.92,1.0,2008-06-26 18:28:00,0.0
6444,0.568,0.222,239.76,2.4,2007-08-28 01:11:00,0.0
6445,4.108,0.608,234.62,17.6,2008-06-27 15:44:00,38.0
6446,1.442,0.0,251.16,5.6,2010-02-11 04:30:00,20.0
6447,0.346,0.242,239.76,1.8,2010-06-22 05:59:00,1.0
6448,0.22,0.0,242.39,1.0,2007-02-13 04:35:00,0.0
6449,0.142,0.0,244.81,0.6,2009-07-31 12:33:00,1.0
6450,0.304,0.0,251.12,1.4,2009-12-01 04:00:00,0.0
6451,0.282,0.058,244.6,1.2,2009-08-03 02:53:00,0.0
6452,0.85,0.074,237.69,3.6,2007-01-30 21:49:00,2.0
6453,0.38,0.0,245.14,1.6,2007-11-13 22:29:00,0.0
6454,0.318,0.218,240.37,1.6,2010-06-25 15:57:00,1.0
6455,0.4,0.184,243.75,1.8,2009-01-16 13:13:00,1.0
6456,0.326,0.154,243.34,1.4,2009-03-17 17:24:00,0.0
6457,2.378,0.104,238.84,9.8,2009-05-23 19:16:00,19.0
6458,0.388,0.178,244.23,1.8,2008-04-21 02:04:00,1.0
6459,0.246,0.0,242.93,1.0,2007-10-18 05:24:00,0.0
6460,2.302,0.266,240.14,9.6,2007-03-26 07:29:00,18.0
6461,1.536,0.086,238.96,6.4,2008-04-04 07:27:00,19.0
6462,0.08,0.0,241.27,0.2,2008-08-24 08:32:00,1.0
6463,0.38,0.098,245.75,1.6,2009-04-19 06:34:00,1.0
6464,0.284,0.118,241.98,1.2,2009-09-17 14:30:00,1.0
6465,0.314,0.08,243.94,1.4,2010-08-27 16:33:00,1.0
6466,0.23,0.074,240.49,1.0,2007-05-09 01:37:00,0.0
6467,0.08,0.0,238.84,0.2,2008-08-27 19:15:00,1.0
6468,1.95,0.064,234.2,8.2,2007-05-11 20:43:00,0.0
6469,2.758,0.122,240.9,11.4,2008-10-03 06:58:00,18.0
6470,3.15,0.19,236.43,13.4,2010-03-28 20:45:00,31.0
6471,1.2,0.0,237.84,5.0,2010-11-24 17:59:00,0.0
6472,1.378,0.29,237.62,5.8,2008-12-22 18:39:00,2.0
6473,0.804,0.256,245.38,3.4,2010-01-27 16:02:00,1.0
6474,1.558,0.0,251.2,6.2,2009-12-21 15:21:00,19.0
6475,0.632,0.12,242.09,2.6,2010-03-22 18:20:00,0.0
6476,2.95,0.306,235.89,12.6,2007-10-18 20:10:00,17.0
6477,1.226,0.17,245.0,5.0,2010-01-31 22:33:00,1.0
6478,0.208,0.126,243.64,1.0,2009-12-07 15:05:00,2.0
6479,1.714,0.056,240.25,7.0,2009-06-01 09:51:00,18.0
6480,0.262,0.274,240.83,1.4,2008-08-21 12:38:00,3.0
6481,0.642,0.13,242.88,2.6,2010-04-30 10:59:00,0.0
6482,1.454,0.104,243.83,6.0,2007-12-21 15:22:00,19.0
6484,2.434,0.14,243.98,10.0,2009-01-18 16:36:00,22.0
6485,3.21,0.0,235.74,13.6,2008-01-19 20:10:00,17.0
6486,0.318,0.118,249.24,1.4,2008-12-26 02:32:00,0.0
6487,0.314,0.098,241.97,1.4,2007-02-14 04:11:00,0.0
6488,0.344,0.246,242.51,1.6,2010-06-27 16:44:00,1.0
6489,0.26,0.102,241.91,1.2,2009-03-09 06:16:00,1.0
6490,0.294,0.076,243.92,1.2,2009-12-10 23:19:00,0.0
6491,0.198,0.092,235.48,0.8,2007-07-17 04:19:00,1.0
6492,1.444,0.214,241.77,6.0,2010-06-22 13:13:00,19.0
6493,0.25,0.0,240.25,1.0,2009-07-05 01:28:00,1.0
6494,0.302,0.048,241.55,1.2,2009-10-18 04:47:00,1.0
6495,1.984,0.0,235.86,8.4,2007-09-10 07:21:00,17.0
6496,3.734,0.432,233.6,16.0,2007-07-01 18:49:00,21.0
6497,1.598,0.092,237.43,6.6,2010-05-27 09:23:00,18.0
6498,1.472,0.102,243.49,6.0,2010-04-03 06:52:00,19.0
6499,1.332,0.076,238.56,5.6,2009-10-27 19:56:00,0.0
6500,2.17,0.1,238.4,9.0,2010-11-20 21:25:00,0.0
6501,0.482,0.282,241.48,2.2,2010-08-16 19:26:00,1.0
6502,0.448,0.27,248.06,2.0,2010-10-30 08:41:00,1.0
6503,0.216,0.0,240.17,0.8,2007-02-25 09:34:00,0.0
6504,0.298,0.218,240.43,1.4,2007-11-07 21:35:00,1.0
6505,1.606,0.334,232.37,7.0,2007-05-30 12:48:00,17.0
6506,1.542,0.11,243.65,6.2,2010-02-02 07:46:00,19.0
6507,0.246,0.05,234.21,1.0,2007-07-06 04:44:00,0.0
6508,0.578,0.12,244.06,2.4,2010-07-20 19:11:00,1.0
6509,0.222,0.0,243.12,0.8,2009-10-28 05:33:00,1.0
6510,1.902,0.068,238.42,8.0,2007-12-19 17:24:00,0.0
6511,1.346,0.0,246.37,5.4,2007-12-22 04:38:00,19.0
6512,1.47,0.188,238.87,6.2,2010-03-18 11:03:00,19.0
6513,0.258,0.046,242.73,1.0,2010-10-23 06:15:00,1.0
6514,0.318,0.138,243.86,1.4,2009-02-06 16:47:00,1.0
6515,3.066,0.164,242.11,12.6,2008-12-31 13:15:00,38.0
6516,1.296,0.0,241.58,5.2,2008-03-18 11:44:00,18.0
6517,0.6,0.214,242.8,2.6,2009-02-28 20:46:00,3.0
6518,2.048,0.056,239.29,8.6,2007-10-14 20:37:00,0.0
6519,0.83,0.336,241.64,3.6,2009-10-10 23:22:00,2.0
6520,0.198,0.0,242.26,0.8,2010-02-07 18:14:00,1.0
6521,0.81,0.232,238.02,3.8,2010-08-07 01:59:00,11.0
6522,0.252,0.0,245.19,1.0,2010-02-01 01:51:00,1.0
6523,0.396,0.118,244.66,1.8,2009-04-24 00:08:00,1.0
6524,1.514,0.172,240.5,6.2,2010-11-09 15:07:00,19.0
6525,1.378,0.434,241.29,6.0,2010-02-01 17:07:00,1.0
6526,1.366,0.18,238.11,5.8,2010-06-29 14:09:00,19.0
6527,0.716,0.0,244.68,2.8,2010-09-29 22:42:00,0.0
6528,1.392,0.242,242.03,5.8,2009-07-21 09:23:00,18.0
6529,1.51,0.332,239.73,6.4,2009-04-07 12:53:00,20.0
6530,3.518,0.19,238.34,14.8,2009-12-28 18:50:00,20.0
6531,0.27,0.0,242.27,1.2,2009-03-30 04:38:00,0.0
6532,0.318,0.128,237.28,1.6,2007-04-24 04:29:00,0.0
6533,1.248,0.0,238.63,5.2,2010-05-28 14:58:00,18.0
6534,1.35,0.086,238.67,5.6,2010-03-29 10:11:00,20.0
6535,1.488,0.094,243.28,6.0,2009-11-04 12:04:00,19.0
6536,0.286,0.06,243.58,1.2,2008-12-30 12:09:00,0.0
6537,1.346,0.076,241.21,5.6,2008-09-14 05:17:00,19.0
6538,0.232,0.0,240.5,1.0,2010-04-15 03:47:00,0.0
6539,0.342,0.0,246.61,1.4,2009-04-29 00:12:00,1.0
6540,2.652,0.13,238.78,11.2,2008-07-13 12:31:00,39.0
6541,1.846,0.428,240.63,8.0,2010-06-29 13:49:00,26.0
6542,0.08,0.0,239.74,0.2,2008-06-08 10:21:00,1.0
6543,0.36,0.214,238.76,1.6,2008-06-25 08:48:00,1.0
6544,0.952,0.294,241.34,4.0,2007-10-09 22:56:00,1.0
6545,1.334,0.118,233.83,6.0,2007-07-08 17:01:00,9.0
6546,0.52,0.09,242.14,2.2,2008-12-25 22:35:00,0.0
6547,1.406,0.074,229.53,6.0,2009-05-28 06:55:00,17.0
6548,1.858,0.46,243.64,7.8,2009-11-22 14:36:00,20.0
6549,0.388,0.142,246.31,1.8,2009-10-01 15:38:00,2.0
6550,2.154,0.082,236.13,9.2,2008-01-24 20:55:00,1.0
6552,0.32,0.122,240.85,1.4,2007-02-26 03:00:00,0.0
6553,0.404,0.24,247.35,1.8,2007-12-19 04:29:00,1.0
6554,0.26,0.0,247.49,1.0,2009-11-11 02:33:00,0.0
6555,0.578,0.108,240.86,2.4,2008-12-07 23:10:00,1.0
6556,0.24,0.09,242.99,1.0,2010-07-28 20:54:00,1.0
6557,1.854,0.12,237.2,7.8,2007-12-03 10:09:00,17.0
6558,1.48,0.164,240.47,6.2,2007-11-28 19:46:00,0.0
6559,1.736,0.076,241.18,7.2,2009-02-27 22:39:00,18.0
6560,0.406,0.218,240.43,1.8,2009-05-22 13:05:00,2.0
6561,1.466,0.102,244.33,6.0,2008-02-19 15:53:00,20.0
6562,1.922,0.166,238.27,8.0,2008-06-02 19:09:00,1.0
6563,1.826,0.184,240.59,7.6,2009-10-20 11:47:00,19.0
6564,0.232,0.126,240.41,1.0,2007-07-13 14:03:00,0.0
6565,0.344,0.088,241.68,1.6,2010-07-13 16:17:00,0.0
6566,1.218,0.0,239.56,5.0,2008-09-24 10:17:00,18.0
6567,1.728,0.418,239.81,7.4,2008-05-17 20:27:00,21.0
6568,0.254,0.0,238.71,1.2,2007-02-16 13:05:00,0.0
6569,0.224,0.0,245.22,1.0,2007-03-26 04:36:00,0.0
6570,0.202,0.06,241.54,0.8,2009-02-17 00:53:00,0.0
6571,1.756,0.29,237.81,7.4,2008-12-07 13:41:00,25.0
6573,0.26,0.134,242.61,1.2,2008-12-05 06:06:00,0.0
6574,0.204,0.0,249.0,0.8,2009-12-23 11:40:00,0.0
6575,1.828,0.096,244.13,7.4,2007-12-27 14:18:00,18.0
6577,1.48,0.082,236.67,6.2,2009-05-05 10:53:00,17.0
6578,0.394,0.12,247.78,1.8,2009-03-30 23:27:00,0.0
6579,0.218,0.0,242.26,0.8,2007-02-28 15:52:00,0.0
6580,1.374,0.0,237.9,5.8,2007-01-29 21:13:00,2.0
6581,0.314,0.202,239.82,1.6,2008-07-24 22:56:00,1.0
6582,0.412,0.192,238.86,1.8,2009-11-05 11:59:00,2.0
6583,0.314,0.062,240.79,1.4,2008-11-12 01:16:00,2.0
6584,0.382,0.164,240.32,1.6,2010-11-16 13:47:00,1.0
6585,0.29,0.074,244.18,1.2,2009-03-26 04:49:00,0.0
6586,0.354,0.128,244.82,1.4,2008-10-04 16:36:00,1.0
6587,0.142,0.0,242.24,0.6,2009-06-07 00:58:00,0.0
6588,0.35,0.112,241.45,1.4,2008-04-25 17:31:00,1.0
6589,0.142,0.0,240.3,0.6,2010-09-13 06:03:00,1.0
6590,0.498,0.256,243.53,2.2,2008-07-04 15:24:00,3.0
6591,2.502,0.49,230.45,11.0,2007-07-21 18:17:00,0.0
6592,0.166,0.0,240.34,0.8,2010-07-07 23:29:00,0.0
6593,0.352,0.112,241.88,1.4,2008-02-05 06:58:00,1.0
6594,0.374,0.114,242.2,1.6,2007-08-31 01:56:00,1.0
6595,0.238,0.0,240.72,1.0,2007-10-17 05:32:00,0.0
6596,1.35,0.056,243.97,5.4,2010-04-16 17:10:00,18.0
6597,0.386,0.0,242.24,2.6,2007-11-02 01:27:00,0.0
6598,1.672,0.0,241.88,6.8,2009-02-14 12:58:00,24.0
6599,0.348,0.058,243.97,1.4,2009-10-20 14:31:00,1.0
6600,0.4,0.214,241.37,1.8,2009-03-22 05:50:00,1.0
6601,1.898,0.22,236.48,8.0,2008-03-24 10:19:00,20.0
6602,1.346,0.054,238.79,5.6,2008-02-15 10:12:00,18.0
6603,1.284,0.0,231.25,6.2,2010-07-11 12:41:00,1.0
6604,3.372,0.154,239.14,14.0,2006-12-20 18:43:00,18.0
6605,1.37,0.138,238.44,5.8,2010-05-31 11:28:00,18.0
6606,0.522,0.13,246.34,2.4,2007-12-13 16:16:00,0.0
6607,1.362,0.08,241.18,5.6,2008-03-27 12:43:00,19.0
6608,0.422,0.194,239.46,2.0,2009-01-11 09:02:00,0.0
6609,2.646,0.136,238.76,11.2,2008-05-27 18:08:00,39.0
6610,1.338,0.048,238.49,5.6,2008-10-17 10:50:00,18.0
6611,1.052,0.046,240.79,4.4,2009-01-24 17:28:00,0.0
6612,0.972,0.102,238.62,4.0,2008-04-09 07:23:00,1.0
6613,0.286,0.108,240.51,1.2,2010-05-25 13:43:00,0.0
6614,0.222,0.0,243.33,1.0,2007-11-20 04:32:00,0.0
6615,2.512,0.306,238.0,10.6,2007-03-02 17:22:00,18.0
6616,2.136,0.162,238.69,9.0,2010-12-10 08:02:00,19.0
6617,0.268,0.0,243.12,1.2,2007-08-11 14:06:00,0.0
6618,3.694,0.286,237.32,15.6,2009-12-30 20:29:00,19.0
6619,0.22,0.112,240.36,1.0,2009-06-30 04:17:00,3.0
6620,0.192,0.0,242.55,0.8,2010-08-16 11:12:00,1.0
6621,1.466,0.0,239.48,6.0,2008-07-14 19:51:00,20.0
6622,1.672,0.114,239.01,7.0,2009-09-14 11:17:00,20.0
6623,0.244,0.098,241.25,1.0,2010-07-25 17:07:00,2.0
6624,0.286,0.074,238.8,1.2,2008-02-26 01:55:00,0.0
6625,0.338,0.098,245.62,1.4,2008-04-16 03:42:00,2.0
6626,0.182,0.152,240.71,1.0,2008-08-24 09:41:00,1.0
6627,0.156,0.0,243.22,0.6,2008-09-17 02:50:00,1.0
6628,0.236,0.0,237.62,1.2,2009-08-06 17:10:00,0.0
6629,0.782,0.048,241.16,3.2,2010-02-16 18:14:00,1.0
6630,0.312,0.0,241.66,1.4,2009-04-24 02:38:00,1.0
6631,3.334,0.0,235.52,14.0,2008-08-03 18:51:00,17.0
6632,1.45,0.104,247.06,5.8,2009-12-16 05:50:00,22.0
6633,0.176,0.08,239.72,0.8,2007-09-23 05:56:00,2.0
6634,1.396,0.092,240.43,5.8,2009-04-06 22:34:00,1.0
6635,0.332,0.096,240.86,1.4,2010-01-05 05:21:00,1.0
6636,0.636,0.19,241.52,3.0,2008-01-31 17:22:00,0.0
6637,0.34,0.136,240.81,1.4,2007-07-04 04:03:00,0.0
6638,1.49,0.058,238.99,6.2,2009-07-04 10:05:00,17.0
6639,1.178,0.13,246.98,4.8,2010-07-03 22:38:00,1.0
6640,3.176,0.0,237.78,13.2,2007-02-14 08:25:00,19.0
6641,1.594,0.352,242.05,6.6,2008-06-05 19:23:00,21.0
6642,0.314,0.114,242.7,1.4,2007-07-12 04:53:00,2.0
6643,1.464,0.094,239.49,6.0,2009-12-05 12:05:00,19.0
6644,0.654,0.0,244.1,2.6,2008-02-20 14:29:00,2.0
6646,0.15,0.0,239.78,0.6,2008-04-09 10:54:00,0.0
6647,1.352,0.092,239.59,5.6,2009-07-29 10:44:00,18.0
6648,1.362,0.0,241.76,5.6,2008-10-26 06:16:00,18.0
6649,0.478,0.204,243.03,2.2,2009-03-27 04:41:00,0.0
6650,2.388,0.0,235.44,10.0,2007-04-01 18:56:00,17.0
6651,0.348,0.09,236.01,1.6,2007-05-30 03:18:00,0.0
6652,0.574,0.236,243.42,2.4,2008-01-23 22:21:00,0.0
6653,2.368,0.096,238.27,9.8,2007-02-20 04:36:00,0.0
6654,0.276,0.248,240.05,1.4,2007-06-16 05:08:00,1.0
6655,0.294,0.062,236.74,1.2,2007-05-27 04:24:00,0.0
6656,0.422,0.332,243.07,2.2,2010-08-23 01:01:00,1.0
6657,0.25,0.0,244.83,1.0,2009-11-03 04:34:00,0.0
6658,1.06,0.438,238.96,4.8,2008-07-21 18:52:00,14.0
6659,3.86,0.506,232.72,17.0,2007-07-10 19:17:00,37.0
6660,2.386,0.21,238.27,10.0,2008-04-01 08:07:00,19.0
6661,1.774,0.242,239.46,7.4,2007-09-17 07:28:00,18.0
6662,1.39,0.076,238.55,5.8,2009-02-05 12:12:00,18.0
6663,6.704,0.46,232.91,29.0,2008-10-24 19:40:00,43.0
6664,0.248,0.138,240.06,1.2,2008-09-07 03:09:00,1.0
6665,0.232,0.09,240.19,1.0,2010-08-14 16:23:00,0.0
6666,0.176,0.0,242.47,0.8,2010-08-26 10:03:00,0.0
6667,0.138,0.0,243.19,0.6,2009-05-08 13:48:00,0.0
6668,0.322,0.1,247.23,1.4,2009-01-21 02:35:00,0.0
6669,0.144,0.048,241.25,0.6,2010-09-15 13:51:00,0.0
6670,1.566,0.312,239.69,6.6,2009-06-27 01:28:00,20.0
6671,0.84,0.138,239.49,3.8,2008-06-29 03:47:00,1.0
6672,1.816,0.202,242.7,7.4,2010-01-21 23:35:00,19.0
6673,1.524,0.1,243.18,6.2,2010-08-02 23:18:00,18.0
6674,0.498,0.18,244.8,2.2,2010-03-14 16:34:00,2.0
6675,0.154,0.0,238.92,1.0,2007-04-26 00:12:00,0.0
6676,1.832,0.32,237.69,7.8,2007-01-27 08:38:00,2.0
6677,0.164,0.0,238.52,0.6,2008-05-08 05:25:00,1.0
6678,1.254,0.062,237.34,5.2,2010-11-26 11:42:00,17.0
6679,1.24,0.0,241.78,5.0,2008-05-20 16:19:00,19.0
6680,0.658,0.222,241.54,2.8,2009-11-13 17:08:00,1.0
6681,1.608,0.056,231.37,7.0,2007-04-24 11:19:00,17.0
6682,0.242,0.106,240.12,1.0,2008-07-19 00:25:00,3.0
6683,4.236,0.392,238.05,17.8,2009-01-18 11:39:00,38.0
6684,1.66,0.144,240.19,6.8,2009-02-04 08:23:00,19.0
6685,2.07,0.068,242.48,8.4,2009-01-18 13:33:00,18.0
6686,0.388,0.058,246.91,1.8,2008-08-12 05:29:00,0.0
6687,0.114,0.0,241.77,0.4,2007-08-26 06:03:00,0.0
6688,2.324,0.304,243.43,9.6,2009-12-13 16:12:00,19.0
6689,1.308,0.0,241.31,5.4,2009-05-29 11:16:00,18.0
6690,0.232,0.0,243.68,1.0,2008-01-27 05:35:00,0.0
6691,1.286,0.066,237.72,5.4,2007-05-10 12:14:00,17.0
6692,0.3,0.096,240.37,1.4,2007-08-24 16:41:00,0.0
6693,2.394,0.0,245.47,9.6,2006-12-26 03:19:00,0.0
6694,0.24,0.096,241.32,1.0,2009-07-16 13:49:00,3.0
6695,1.374,0.0,242.05,5.6,2010-11-03 11:01:00,18.0
6696,0.284,0.0,243.44,1.2,2007-11-16 05:09:00,0.0
6697,0.426,0.328,241.87,2.2,2010-07-06 15:45:00,1.0
6698,1.556,0.196,239.78,6.4,2009-04-29 08:02:00,20.0
6699,0.452,0.0,247.42,1.8,2010-07-03 07:11:00,1.0
6700,1.402,0.0,242.21,5.8,2010-04-21 11:54:00,19.0
6701,0.542,0.214,242.41,2.4,2009-08-04 11:57:00,2.0
6702,1.532,0.096,241.66,6.4,2008-12-10 15:14:00,22.0
6703,0.252,0.058,241.18,1.0,2009-10-18 15:48:00,1.0
6704,2.048,0.142,242.28,8.4,2010-07-27 22:56:00,12.0
6706,0.31,0.114,245.96,1.4,2007-03-18 05:01:00,0.0
6707,0.636,0.062,240.41,2.6,2010-07-23 13:38:00,2.0
6708,0.248,0.108,242.91,1.0,2009-06-20 02:48:00,3.0
6709,0.512,0.0,243.34,2.0,2010-03-16 13:08:00,0.0
6710,2.042,0.25,236.95,8.6,2007-09-27 20:13:00,1.0
6711,1.278,0.0,239.66,5.2,2009-12-02 18:41:00,18.0
6712,0.31,0.22,242.54,1.4,2009-11-09 15:21:00,1.0
